('37271406470601066', '0758', '262', '240', False)
('1359659539332336', '0643', '374', '123', True)
('13470890148758152', '0540', '089', '147', True)
('16196615969779', '0829', '063', '625', False)
('4945435056298', '0294', '530', '060', True)
('57125899365511', '1275', '823', '909', False)
('1825975481721', '0338', '457', '962', True)
('0939768966155695862', '9029', '576', '144', False)
('0796119926291381579', '0959', '299', '307', True)
('94212432681773422', '1164', '398', '979', True)
('62097797468382333', '4359', '240', '778', False)
('68537444258048666', '0386', '923', '820', False)
('14881003630090792', '0578', '155', '227', False)
('73154840157702', '0727', '414', '135', False)
('43027675683314', '0654', '984', '343', True)
('57740020918200', '4132', '061', '900', False)
('7908113917782', '0542', '193', '123', True)
('5131697061404', '0648', '300', '918', True)
('7576647019951836', '0332', '390', '669', False)
('268366109390010668', '0339', '499', '247', False)
('867619133488660816', '1057', '532', '603', True)
('6088947791843', '0674', '834', '582', True)
('6723683515585772', '6481', '761', '800', False)
('02999927151761052', '0160', '989', '262', False)
('608876870030331992', '0926', '951', '235', True)
('37725971617296122', '1182', '092', '511', True)
('15817426856363294', '0434', '450', '004', True)
('4177670950941937275', '2726', '114', '637', False)
('4489300811107689061', '0388', '085', '511', False)
('69323263672093', '0359', '474', '592', False)
('6427746015663735', '0566', '493', '663', True)
('8375942360746738001', '0229', '375', '263', True)
('4235041216498', '1133', '639', '902', False)
('433800078545862071', '0485', '271', '270', True)
('017863806053312377', '5581', '588', '794', False)
('7004091630686701656', '8725', '699', '559', False)
('744657831474489', '0780', '763', '361', True)
('986023337081520099', '0140', '301', '958', False)
('408885663155961014', '0543', '499', '055', True)
('4610605740286554', '0488', '061', '004', True)
('111598440987865', '0840', '799', '531', False)
('08438321025334', '0244', '067', '484', True)
('4273512975011', '0325', '570', '042', True)
('6371769905732495213', '1291', '400', '587', True)
('385594317946413', '9798', '945', '875', False)
('10773633185350620', '0628', '325', '218', False)
('64142350938847005', '0146', '489', '875', True)
('74647308994482355', '0778', '657', '334', False)
('1635174607648080', '2031', '834', '454', False)
('531537491038273725', '0882', '793', '041', False)
('13409723990105', '0961', '097', '942', False)
('04500435549154', '0357', '340', '945', False)
('4278109617829888', '0555', '604', '672', False)
('6005136777797', '0274', '244', '445', True)
('0429571329462744', '0687', '616', '652', True)
('9116443268481862674', '0329', '340', '171', False)
('269239472425417578', '0861', '897', '424', True)
('68550133691025', '2981', '889', '484', False)
('5013559580384', '0370', '169', '694', True)
('274999392344786', '0451', '254', '181', True)
('79847615726435577', '9648', '565', '362', False)
('79356860674342', '0270', '122', '322', False)
('61438649454255249', '5569', '703', '747', False)
('37545034423361438', '0870', '088', '968', True)
('118362199949646501', '0631', '565', '842', True)
('39997729315822', '1173', '704', '457', False)
('9695419805939388463', '0452', '942', '052', True)
('256584038880374873', '0646', '248', '670', True)
('33000253494307', '0438', '884', '722', True)
('986304308391949', '0930', '323', '992', False)
('554755394703655', '0636', '743', '884', True)
('06715918870475', '1158', '531', '369', False)
('1264185584217', '3789', '425', '206', False)
('31582289211617', '0140', '759', '568', True)
('1595235164522', '0536', '786', '800', False)
('2161664634773784682', '8647', '491', '326', False)
('72253513863439', '0186', '287', '718', False)
('034592474855801288', '0594', '150', '115', False)
('818047502138559062', '0558', '438', '413', True)
('93031320348794827', '0573', '513', '097', False)
('080085872898016', '0873', '026', '595', False)
('28000782968711', '1135', '888', '496', False)
('062862011020805', '6247', '565', '693', False)
('464914593507081', '0184', '507', '236', True)
('3987360446987890393', '1026', '568', '455', True)
('189254337336210', '0341', '470', '931', False)
('2299194477143', '0388', '505', '782', True)
('376153510985677373', '0883', '823', '997', False)
('00372913760594030', '5329', '693', '267', False)
('7198784593602557952', '1267', '756', '516', False)
('88238242639404604', '0427', '634', '673', True)
('08563901376888', '0336', '799', '528', True)
('4750874870443', '0580', '080', '789', True)
('41130881229906', '0941', '638', '092', False)
('244577582388929048', '2803', '829', '489', False)
('4613532681069648103', '0783', '629', '255', False)
('36455426008943731', '0968', '828', '104', True)
('9925359643425891630', '1189', '050', '999', True)
('05723458288641140', '7469', '118', '081', False)
('701454073451487', '0382', '533', '292', True)
('448758849281536784', '0485', '726', '370', False)
('8815002163262', '0987', '886', '487', True)
('98309469942544874', '0233', '074', '823', True)
('885019963206223747', '0794', '265', '278', True)
('01266745926002', '1174', '545', '532', True)
('298585414741629329', '0658', '826', '575', True)
('135162592027227', '1295', '316', '316', True)
('6924846314313', '0489', '222', '066', True)
('24330815962334324', '1135', '161', '112', True)
('3446011192420530', '9347', '093', '247', False)
('3213657874173', '0780', '649', '173', False)
('49460611449843', '0384', '499', '633', True)
('875199132501463', '3683', '519', '059', False)
('3415039778267165374', '1186', '066', '124', True)
('921809668247849643', '0952', '183', '917', False)
('9661064526395', '0762', '185', '155', True)
('328042827761054', '0134', '444', '427', False)
('352153105190434', '7852', '282', '667', False)
('527729443343163', '0492', '675', '096', True)
('56247399228095858', '0763', '376', '907', False)
('184733697738320', '0329', '585', '987', True)
('63844635502760995', '0833', '478', '213', True)
('9011498743966081', '0645', '400', '804', True)
('91277476833557', '0458', '592', '517', True)
('63801303195477630', '0828', '152', '753', True)
('2255552493747727', '0757', '362', '460', False)
('643243053776808662', '1171', '037', '372', True)
('2336898695639228442', '0746', '273', '773', True)
('544070640880777', '0875', '864', '044', False)
('9200870843023', '0696', '749', '020', True)
('9792491707249', '0480', '297', '355', True)
('8907780575294523626', '1264', '584', '184', False)
('6043667077700021', '0142', '418', '032', False)
('04742259766189', '0846', '795', '030', True)
('5242489275660626954', '6161', '268', '178', False)
('98638456524362', '0570', '782', '683', False)
('2787629819088262', '0858', '044', '202', True)
('2861782542101206', '7705', '857', '351', False)
('9423178407781832645', '1042', '663', '442', False)
('9857054014482059045', '0983', '652', '412', True)
('96766712551614', '0268', '376', '010', True)
('56036190316289528', '1079', '354', '969', True)
('693213869734538203', '6502', '998', '604', False)
('872620535543722', '1093', '988', '008', False)
('2579650846494507', '1289', '507', '641', True)
('4934359528998784816', '0752', '490', '381', True)
('94120361303699', '1263', '769', '044', False)
('20222054682155285', '0174', '631', '590', False)
('127603677071980970', '0392', '979', '944', False)
('565765971071290', '0656', '720', '661', True)
('170828264345456225', '9207', '384', '088', False)
('85073279008333638', '8319', '836', '539', False)
('553040883134174068', '3468', '330', '605', False)
('3799724508308', '0361', '952', '398', True)
('6320647895342473', '0235', '297', '195', True)
('585625843895593067', '0282', '805', '811', True)
('5800417882154658', '1066', '603', '426', True)
('12669228308435555', '1275', '453', '270', False)
('18333397933834', '0257', '122', '494', False)
('2161988626355844329', '0593', '662', '839', False)
('3650316787204434', '0786', '832', '500', True)
('612992758284911', '2579', '120', '317', False)
('05217681039978536', '1176', '373', '238', False)
('0568119535484622', '0790', '297', '920', False)
('97192697914686', '1184', '423', '925', True)
('03293157444734465', '0625', '715', '081', False)
('755216996270203639', '0659', '782', '472', True)
('6782492517195', '7845', '902', '226', False)
('021772102812038', '3486', '696', '161', False)
('5690521655972841864', '0472', '455', '593', True)
('01195216702743', '6606', '231', '406', False)
('790625766708687', '8623', '158', '610', False)
('060346453252281553', '1255', '585', '066', False)
('642703401607243416', '1226', '284', '020', True)
('8680872241496670', '0568', '414', '524', True)
('478419820023989', '1084', '164', '130', True)
('0344364182734389', '1004', '606', '183', False)
('77010193150106', '0853', '213', '320', True)
('419190910523127001', '0135', '677', '964', True)
('343520784809656402', '1070', '209', '893', True)
('67335136969375', '0533', '182', '652', True)
('5174480466679', '0366', '128', '351', True)
('341119637456886', '0836', '021', '468', True)
('3206531060002', '7951', '101', '537', False)
('5050314797821080954', '1037', '840', '703', False)
('5186328755837762', '6652', '606', '809', False)
('8620570296548803841', '1294', '163', '302', False)
('29687423203442960', '0833', '777', '304', True)
('61755957975357', '0837', '255', '419', True)
('87426508796581507', '4834', '361', '019', False)
('9909804891566372', '1180', '682', '131', True)
('79358736274448233', '0365', '851', '680', True)
('969655150220485426', '0128', '211', '493', True)
('99679439055131', '0269', '456', '727', True)
('83573379784206', '8633', '462', '468', False)
('0853658608291242276', '1242', '201', '622', False)
('9433873631222571689', '0663', '380', '621', True)
('235599752663920', '2294', '289', '944', False)
('446426849224895871', '0560', '802', '579', True)
('3947689413440', '1234', '924', '323', True)
('5719331190587', '0398', '189', '936', True)
('825482700544919', '0778', '570', '694', False)
('957711100476446751', '0635', '554', '858', True)
('283447452970420390', '0235', '988', '403', False)
('573006590952010973', '0499', '953', '887', True)
('3933456173928789', '0879', '533', '715', True)
('6274496604559670', '1155', '817', '200', False)
('63558218098128', '0855', '324', '972', False)
('0791376294879199', '0445', '677', '027', True)
('21428973237280', '0227', '587', '057', True)
('297707520139751', '0140', '047', '663', True)
('732611891972522', '1077', '437', '026', False)
('8283056742467', '0474', '698', '260', True)
('290803972275636', '0581', '293', '069', False)
('5833935328740807742', '0842', '678', '991', True)
('11889044794280', '5224', '690', '707', False)
('5891849410107651', '0669', '470', '167', False)
('97760436386109', '0893', '963', '662', True)
('303865000961581370', '0985', '617', '232', False)
('731859343384253585', '4978', '461', '894', False)
('227244026532524170', '3547', '152', '052', False)
('3906395749612', '7995', '129', '349', False)
('464908659820073', '0727', '638', '231', True)
('829580632010907111', '0272', '011', '145', True)
('3973943378799', '1288', '552', '043', True)
('08276557329297', '1231', '977', '449', True)
('246115690670716', '0933', '086', '943', True)
('5627312635434534', '0776', '800', '619', False)
('19870759220481', '0248', '661', '288', True)
('902921911890412', '1197', '982', '481', True)
('280499498422208', '0129', '286', '060', True)
('2526109691013205', '0140', '442', '421', True)
('79913141946295013', '0278', '171', '839', True)
('64446050047927671', '0341', '914', '319', False)
('06917841106932', '1043', '370', '159', False)
('17030027803018069', '0388', '917', '468', True)
('22127726698055060', '0329', '806', '600', True)
('16862004011586059', '0666', '154', '518', False)
('7908410047586149413', '0880', '424', '360', False)
('389284404963838', '2655', '984', '121', False)
('279249574526938183', '0681', '244', '716', False)
('068058109342953', '1180', '651', '614', True)
('5471197684795753', '1047', '341', '704', False)
('2652938559363', '1299', '882', '384', False)
('533035760200870614', '0738', '993', '257', True)
('957170575033703', '0670', '129', '276', True)
('393515219570921919', '0974', '782', '789', False)
('47759914586044030', '0570', '477', '639', True)
('4857359989715497285', '0954', '363', '197', True)
('6846312580326', '0139', '668', '627', False)
('046482381616818', '0392', '480', '096', True)
('252310320103974543', '0684', '324', '520', True)
('2764492591101', '0940', '171', '876', True)
('6654056078544', '5286', '979', '823', False)
('312357347515065095', '0329', '160', '770', False)
('3907068440935', '0581', '911', '077', True)
('681525281230568643', '0884', '616', '948', False)
('095619968993264', '1132', '227', '987', True)
('379903481908828', '0447', '118', '745', True)
('998346687978875', '0345', '186', '116', True)
('51926715517288053', '0552', '917', '357', True)
('2127814714167', '1111', '883', '396', False)
('6936842462842583943', '0264', '872', '882', True)
('789597352073268', '0942', '750', '170', False)
('49609339760572', '0941', '195', '930', True)
('9666909841420', '1061', '762', '286', True)
('84056122854608', '0526', '525', '141', False)
('5614076584967869574', '5747', '886', '696', False)
('365092998632968', '8941', '103', '563', False)
('214977301148533', '0842', '914', '489', False)
('742042278661868', '0942', '269', '935', True)
('3169472117740', '1066', '306', '215', False)
('0523346478234', '0859', '585', '648', True)
('882927415174656984', '0446', '751', '210', False)
('5381719043509', '0277', '218', '304', False)
('6163970471180681', '1247', '613', '461', True)
('388649524010853', '0682', '677', '388', True)
('0128951706512880550', '1174', '994', '239', True)
('4616172570592399', '0353', '254', '713', False)
('32469744272229', '0937', '028', '838', True)
('179185267488611', '0684', '309', '031', False)
('10115112745991', '0345', '494', '877', False)
('2605886809528', '0378', '765', '951', True)
('624029053748001925', '1255', '133', '150', False)
('208267984190878290', '0353', '525', '942', False)
('67438211543614493', '1146', '342', '642', False)
('4028531634498', '1251', '774', '681', True)
('0769627214737', '0230', '348', '460', True)
('561679939671105', '0937', '126', '641', True)
('6247199149506206', '0835', '633', '112', True)
('8787881059426', '3629', '378', '292', False)
('52746547642052781', '0893', '205', '936', True)
('9374457772606', '0941', '352', '414', True)
('52003273864961306', '1082', '111', '302', False)
('441256002628274', '0754', '448', '741', True)
('7053452552764059957', '1099', '810', '941', False)
('8828972570207438831', '0672', '957', '770', False)
('8850426191664722', '1140', '645', '825', False)
('1847110673301', '1056', '141', '312', True)
('173938752860671740', '1271', '625', '298', True)
('73537565086918', '2276', '028', '435', False)
('74698247012588', '4847', '101', '506', False)
('626471697701051604', '4279', '899', '560', False)
('36882226196796245', '1065', '762', '794', True)
('7000057473772841', '0498', '407', '688', False)
('47533881173814', '0364', '893', '471', False)
('95981633260234', '1294', '896', '420', True)
('7423878714860', '0139', '660', '870', False)
('20729724064397543', '0275', '715', '085', False)
('62557131946471', '8662', '278', '505', False)
('125944318717450', '0336', '335', '504', True)
('07705039361024', '1065', '528', '762', False)
('48139581639903', '7735', '337', '811', False)
('19314769352037734', '0454', '205', '496', True)
('412754784610167391', '1262', '512', '950', True)
('4847937910511', '0837', '608', '655', True)
('9815249743554215705', '2394', '045', '704', False)
('422631603921844', '0764', '386', '739', False)
('4609362901183690', '1289', '562', '217', False)
('678445985255523', '0484', '067', '557', False)
('1582314077144958688', '1086', '645', '115', False)
('4442320603087', '9901', '504', '698', False)
('693426695040138', '0358', '994', '739', True)
('2572023293589285', '0964', '632', '215', True)
('22817525725586336', '8345', '794', '217', False)
('590293138169187', '0888', '292', '667', True)
('8514510529680431', '0588', '319', '722', True)
('372150495340040248', '1243', '061', '975', True)
('5566562075900716', '0889', '358', '702', False)
('44302237152659265', '0542', '026', '246', True)
('6226689206292409055', '0373', '293', '843', True)
('06275054357912981', '0141', '176', '628', False)
('0602625540311426', '0871', '324', '408', True)
('66958413013262942', '0528', '319', '761', True)
('67440703048841', '0963', '501', '556', True)
('4708469605641469477', '0435', '129', '078', True)
('88924294345633736', '1251', '685', '176', True)
('863979265293986', '1263', '914', '429', True)
('5839831934797585891', '0495', '854', '855', False)
('592474560347798809', '1259', '131', '543', False)
('019800008555634703', '3314', '950', '602', False)
('985546092816850', '9157', '117', '515', False)
('784351856773741', '4306', '697', '828', False)
('3332985919412', '1076', '218', '043', False)
('4001074719872502778', '0372', '066', '946', True)
('4780902780331406', '0227', '730', '746', True)
('928385318371691', '4673', '753', '798', False)
('3147898285555', '0249', '967', '387', False)
('7918744126701381', '7118', '747', '792', False)
('143502933087622', '0631', '258', '763', True)
('382025089701044', '0887', '211', '668', False)
('4100244998492', '9011', '924', '854', False)
('37046016067035', '0963', '400', '358', True)
('768659035922580669', '1093', '733', '060', True)
('2324408240668079', '0627', '530', '576', False)
('448199938002012097', '0985', '429', '663', False)
('640484572995646938', '1197', '166', '381', False)
('497110555190583', '0341', '892', '977', True)
('221013201426182', '0955', '231', '439', False)
('555738633803673185', '0856', '242', '375', False)
('9875360668459597740', '2585', '296', '820', False)
('22018132509564733', '1240', '785', '780', True)
('8417258700465', '0987', '971', '703', True)
('611906242701815257', '0377', '972', '274', False)
('7258354086239082983', '1298', '922', '787', True)
('0435350057743834131', '2136', '656', '821', False)
('1875283621433194', '0550', '772', '026', True)
('8131269441300149785', '0175', '926', '401', True)
('4089444323901003599', '7005', '954', '975', False)
('66552286823308', '0980', '128', '341', True)
('4019119972487419701', '0661', '778', '621', True)
('98078878356434', '1234', '247', '944', True)
('2968403519974', '0553', '048', '594', True)
('132763780535179', '0327', '060', '401', True)
('105946669734681', '0252', '655', '245', True)
('903165474327656776', '0368', '017', '623', True)
('0567413528903154077', '0497', '211', '359', False)
('0842513347513', '1050', '409', '366', True)
('4760606595272564', '0169', '162', '838', True)
('2347269239707416155', '0572', '137', '003', False)
('069451954465186', '0961', '599', '176', False)
('516249089066450', '0585', '746', '773', True)
('073473614776883', '1175', '643', '893', False)
('182781625196511', '0448', '520', '123', False)
('56624808418917548', '0447', '813', '568', False)
('8469795685420537726', '1037', '660', '981', False)
('2554103190143187911', '0654', '396', '370', False)
('746337284894518325', '0586', '528', '450', False)
('87470501133087', '1139', '747', '864', True)
('7858425846151', '1292', '636', '715', False)
('059697659122678', '0779', '122', '713', True)
('9689466137236161871', '0679', '131', '045', True)
('0126159600038494', '0754', '106', '993', False)
('1669738820810', '1252', '741', '209', False)
('10802231160573549', '1280', '405', '867', False)
('2117964799299961913', '0657', '847', '164', False)
('3519315553008822', '0985', '270', '002', True)
('41119023989022', '0473', '947', '361', True)
('70902449725691896', '0658', '251', '308', False)
('52960976701097479', '0595', '430', '914', True)
('8202341181928521', '0128', '750', '663', True)
('44123777941210', '0233', '689', '779', True)
('604902462110484', '0461', '283', '341', True)
('05983502883413056', '0654', '146', '577', False)
('857685998062758', '9974', '890', '759', False)
('16590944550740', '1260', '170', '544', False)
('87895550980022', '0631', '388', '879', False)
('227234346335559', '1278', '363', '396', False)
('50905806774120', '0577', '738', '238', True)
('9653172854033', '0388', '252', '965', True)
('842515111214758', '0935', '972', '563', False)
('68292514903210692', '1157', '354', '325', True)
('05095271093077', '0357', '123', '990', False)
('6766005012553475', '1187', '620', '357', False)
('71529409530211', '0686', '145', '618', True)
('5608660829534425', '0365', '402', '819', False)
('3222084208846139', '1247', '552', '130', True)
('85947782803670033', '3463', '997', '421', False)
('2846478747265366524', '1146', '740', '737', False)
('169879769602750', '0997', '820', '592', False)
('1307529149462368171', '0734', '785', '442', True)
('2974853711929265', '0575', '665', '545', True)
('636369831309217', '0350', '891', '470', True)
('03840470541083', '0447', '676', '304', True)
('42245425879121289', '5601', '155', '364', False)
('5089935146587', '0946', '739', '017', False)
('6369740574465025395', '1033', '905', '073', True)
('9910854831468354630', '0787', '045', '439', True)
('415081066460915', '1069', '121', '017', False)
('1510880124684701', '0865', '242', '284', True)
('9099756378178768', '0297', '815', '317', False)
('51918537222751612', '0567', '198', '508', False)
('4520313548672', '0697', '638', '779', True)
('22252954051536750', '0687', '027', '596', True)
('1410949050165', '0787', '236', '043', True)
('11633662282138089', '6636', '198', '484', False)
('820251121895740', '0765', '322', '428', False)
('3867461017901315', '8690', '731', '229', False)
('0714969511503', '0381', '829', '947', False)
('312538754478927355', '1198', '448', '906', True)
('1506183768144964678', '0943', '007', '050', False)
('104598566932935974', '1253', '221', '231', True)
('7420616489767798', '0591', '027', '446', True)
('98707645369755', '1179', '265', '510', False)
('46326395467525121', '5596', '017', '307', False)
('91669743349759494', '0528', '444', '586', False)
('107884770745643', '0639', '357', '636', True)
('2076909097041944931', '0555', '510', '956', False)
('663756484502633', '0777', '298', '375', True)
('2068396678424880987', '0937', '296', '753', False)
('41058281217618967', '0767', '421', '893', True)
('07584932717569795', '6565', '723', '692', False)
('2530911921710', '1058', '878', '555', True)
('05271582567345', '1281', '542', '024', True)
('22320646532826', '0234', '462', '523', False)
('22879429307082845', '0626', '732', '017', False)
('745999478978904069', '0841', '209', '669', True)
('384044178176988939', '0954', '377', '730', True)
('074060524681363', '0671', '927', '749', True)
('482558096336993', '0697', '780', '016', False)
('35372039235207', '0228', '828', '088', False)
('48670340264237', '0226', '428', '845', False)
('9684066838625015', '0981', '084', '543', True)
('4084912896616304', '0773', '689', '734', True)
('10896461372978103', '1179', '846', '104', False)
('11191883989458935', '4278', '043', '074', False)
('4722268835483456', '0135', '826', '526', False)
('3679852222601', '1157', '078', '886', True)
('619702513110887312', '0292', '651', '407', False)
('9162035804529015', '0956', '143', '934', False)
('39348224236698416', '7823', '216', '729', False)
('56876013267030', '9910', '782', '524', False)
('396648036719753', '1273', '637', '590', True)
('38486449965216', '1072', '211', '602', False)
('622813372859110', '0265', '282', '950', True)
('266552471621739', '7679', '625', '861', False)
('88706927720177282', '1264', '865', '727', False)
('012436717305926', '0328', '969', '322', True)
('07242040185713', '1225', '538', '942', False)
('880251327796247672', '1241', '530', '990', True)
('81599994582462439', '0537', '269', '837', True)
('104197124886507', '1089', '415', '891', True)
('1178856473318881262', '0239', '844', '186', True)
('4838122691273728', '5679', '573', '694', False)
('9746988555438', '0396', '789', '698', True)
('666468174828636445', '0741', '442', '477', True)
('4943231161358076675', '5174', '148', '323', False)
('5504412049272237', '0679', '770', '392', False)
('8848787460017', '1056', '873', '906', False)
('9933376576629452', '2550', '686', '754', False)
('51218186702399955', '0279', '172', '563', True)
('7094903906880202678', '7829', '974', '627', False)
('819112555151627', '0136', '773', '224', False)
('1130590799854386', '1050', '016', '897', True)
('671894617514249', '5451', '266', '432', False)
('5843603301050', '0742', '114', '533', False)
('26884439037570', '0561', '785', '145', True)
('19927667054223108', '0996', '508', '587', False)
('444047614801293', '1131', '171', '402', True)
('96774455172457', '1173', '938', '533', False)
('239271205057139710', '0841', '729', '377', False)
('24996686790386520', '0441', '216', '875', False)
('1243191247779', '6498', '830', '412', False)
('77813983203476', '0935', '885', '177', True)
('088984915049216355', '0157', '559', '818', True)
('5570942607160792636', '0181', '730', '404', True)
('4974653619609738', '1052', '792', '394', True)
('7476126451041', '6275', '548', '516', False)
('972711076556565158', '0975', '623', '360', False)
('0367498722035', '0467', '619', '633', True)
('92944884989995', '6739', '439', '467', False)
('8462757813179917', '1159', '001', '341', True)
('71961381619318', '0464', '905', '207', True)
('8096858428094881', '5733', '382', '875', False)
('2844374528252500', '0947', '540', '378', True)
('1020165035096920705', '0869', '872', '185', False)
('691789033282890', '1162', '797', '320', True)
('51280657725095', '0588', '418', '412', False)
('6849016955153968', '0675', '832', '143', True)
('0023820035177520', '0876', '297', '620', True)
('7945982537044', '1278', '993', '810', False)
('339699006407028', '0737', '681', '083', False)
('5316220752005', '0567', '180', '554', True)
('311552961956569954', '7897', '747', '850', False)
('248577584427124046', '0681', '540', '930', True)
('590123278670736572', '0946', '763', '211', True)
('2496593744194', '0338', '889', '260', True)
('049603537997086', '1027', '360', '405', False)
('078794902981555', '0253', '417', '696', False)
('534226700848057288', '5925', '532', '356', False)
('53349791039768', '1255', '120', '352', False)
('625289719309720', '6578', '846', '290', False)
('38346759126722010', '0740', '129', '482', True)
('4255122538213107616', '0280', '505', '094', False)
('27631523771474351', '0427', '044', '996', True)
('806658271917263', '0844', '938', '708', True)
('0400899510492177', '0625', '740', '997', True)
('0511815697499021', '0189', '262', '394', True)
('942173713276349', '0163', '100', '469', True)
('50773377036406', '0192', '892', '175', False)
('9964832466751055257', '4387', '203', '495', False)
('192177466990953', '6476', '587', '499', False)
('4088728048723467', '0857', '524', '245', True)
('3371141153447', '0231', '341', '054', False)
('653964173100154', '1129', '421', '477', False)
('8182241486062015290', '9214', '688', '090', False)
('3802887646764', '1169', '913', '991', True)
('3284287381187837450', '9809', '710', '844', False)
('5976444370514399', '1281', '797', '184', False)
('5552454545391823', '0861', '144', '620', False)
('800875082703857352', '5736', '523', '712', False)
('95302997502844162', '1196', '441', '458', False)
('67236744910793049', '1127', '071', '265', True)
('0138644444455', '0861', '112', '158', True)
('01796119823527415', '0996', '975', '673', False)
('591197557983706', '0375', '024', '311', True)
('637845215725515', '1037', '504', '784', False)
('1621687675607781169', '0744', '400', '980', True)
('9744126527393', '0137', '773', '519', True)
('57991251467835428', '0281', '840', '862', False)
('7015715491685', '1171', '463', '657', False)
('87917118276410', '1056', '193', '157', True)
('7569706128289', '0884', '810', '125', False)
('4940268622737652017', '1297', '177', '572', False)
('0280969360532764462', '0938', '464', '392', False)
('696232645793744', '0631', '139', '867', True)
('763231473023363636', '0541', '820', '883', False)
('9043006904917', '1074', '858', '265', True)
('53745253888054727', '1083', '359', '942', True)
('78282857805197876', '0571', '501', '765', False)
('0321876290005029', '8210', '621', '301', False)
('33043914620894', '0483', '146', '018', True)
('05530546814785432', '1084', '228', '004', False)
('2071189501245733', '1164', '409', '554', True)
('32819084544233', '0726', '779', '126', False)
('8756948620083633', '1150', '870', '086', False)
('34332389880094557', '8781', '451', '376', False)
('004497271043766', '1134', '951', '437', True)
('4038856333688649', '1269', '143', '032', False)
('7828628032934560979', '0631', '407', '260', False)
('209073579068827155', '1226', '032', '230', False)
('779569416132499', '0571', '921', '239', True)
('9796756664034235658', '0480', '999', '664', False)
('2037847524312359', '0734', '120', '713', False)
('2771576695670398325', '0736', '456', '644', False)
('0682894291119', '0778', '836', '636', False)
('4437161062942575717', '1191', '175', '155', False)
('43997961002945127', '0690', '587', '248', True)
('9586530464545242', '0541', '351', '107', True)
('236255681800563628', '1243', '646', '050', False)
('59385049756849', '1093', '700', '712', False)
('141453509739851', '0560', '197', '467', True)
('498892188032382939', '6002', '494', '353', False)
('814334565982300264', '0640', '289', '948', False)
('6523782975846781', '0892', '057', '081', False)
('297493802855508714', '0592', '509', '860', False)
('5559380212485159934', '0973', '898', '378', True)
('9826291232835056199', '0299', '953', '052', True)
('1474585140590987593', '1052', '178', '833', True)
('3650412318036327366', '0444', '713', '297', True)
('16762470837995', '0470', '576', '610', True)
('33836929643170237', '1274', '560', '698', True)
('84561419336845562', '4948', '663', '501', False)
('19107097480109', '0998', '269', '162', False)
('93252791465938', '0356', '543', '798', True)
('38561722461728180', '0646', '599', '597', True)
('38401407029764', '0686', '382', '677', True)
('89097307591693508', '0195', '125', '750', True)
('1250746664068270', '0991', '956', '017', True)
('587243621896937527', '0676', '522', '858', False)
('02395573384200338', '0195', '510', '861', False)
('4679070262249501188', '0457', '658', '811', True)
('0256626185084', '1072', '880', '384', True)
('558861248443161', '0157', '864', '144', True)
('6222399182645', '0175', '410', '495', False)
('8940176687430383', '1170', '978', '472', True)
('234492482441158', '0235', '429', '362', True)
('804444525542385', '0149', '522', '501', True)
('38901069858020', '0795', '830', '011', False)
('35150374456947', '0549', '922', '738', True)
('930175442081073232', '0843', '190', '267', True)
('9548711078498156541', '3295', '531', '788', False)
('630984123180320347', '0569', '839', '683', False)
('13874046827260', '0784', '968', '935', False)
('663233633462171804', '0351', '771', '451', True)
('67619978756689', '1265', '506', '080', True)
('4550086117087845490', '0595', '291', '427', True)
('18971090296344183', '0658', '697', '664', False)
('259409445185425', '0289', '506', '994', True)
('3219877953144', '0577', '828', '584', True)
('74741496185562', '0775', '558', '297', False)
('7619715378832', '1170', '230', '188', False)
('69415342547114785', '0985', '339', '848', True)
('18769243309734482', '0995', '040', '114', False)
('8074443053114419486', '0957', '377', '957', False)
('2775281902564296251', '0185', '674', '575', True)
('492560561190465460', '8863', '170', '178', False)
('6675608054352845875', '0881', '785', '308', True)
('9828188731261099', '1257', '322', '531', True)
('59021110265206472', '0738', '891', '048', True)
('99643168997251', '0764', '926', '163', False)
('3229371478076', '7685', '783', '517', False)
('602934712249764121', '0340', '764', '922', True)
('63520563702365', '1339', '824', '932', False)
('69460934046768', '1286', '645', '329', True)
('65000548288846', '0576', '744', '541', False)
('75143478997479', '1277', '497', '564', False)
('95272265066762', '0177', '106', '459', False)
('10401545835474519', '1269', '909', '974', True)
('824979412468460495', '5349', '449', '444', False)
('56199264188627', '4127', '427', '207', False)
('84374101916235', '0126', '534', '806', False)
('38916932687272648', '1040', '460', '437', True)
('49818551208037169', '0952', '983', '456', True)
('9919172155863671', '0569', '601', '444', True)
('393533431679815', '0975', '925', '079', True)
('9049844831725', '2429', '190', '921', False)
('0083367279382736', '0495', '532', '600', True)
('4280078885926594008', '0268', '537', '891', False)
('5055226242173759', '1278', '131', '074', False)
('52561066095744', '0689', '553', '686', True)
('0618357360946022', '5010', '211', '411', False)
('947124821773174174', '1192', '159', '932', True)
('78106443502129632', '0867', '114', '848', False)
('7426670485847726603', '0445', '543', '551', True)
('301052677418268', '0736', '318', '701', False)
('349907489401517412', '0578', '147', '619', False)
('7945859513946', '1032', '223', '994', False)
('540268209251354', '1083', '070', '808', True)
('1640525677850103832', '1068', '477', '669', True)
('622019366717666', '1093', '646', '296', True)
('6528836083375847', '5119', '988', '303', False)
('917001456870225073', '1158', '108', '350', False)
('0047915784483', '4461', '667', '133', False)
('19491514877554', '0580', '787', '603', True)
('343383490784428827', '0797', '346', '369', False)
