('811290390608389882', True)
('071779738204273', True)
('4727313922788153436', True)
('3176525427501', True)
('6108360097182055', True)
('873951564781134', True)
('10615940369288298', False)
('0967946998834543037', False)
('25666820154143', False)
('36590446048918', False)
('574881305662360545', True)
('49117692664928', False)
('42452166955223452', False)
('4550518319025', True)
('7646603172777597', False)
('486411604438740204', True)
('28851328679745', True)
('6214189107428880', True)
('8954127270102932', True)
('44767289589691', True)
('4043518506359', False)
('1251534494107198', False)
('994092103930838433', True)
('1745167237152741795', False)
('24747770007121961', True)
('8247053184247', True)
('878263679330733', False)
('6246392370467754892', False)
('62672777849958525', True)
('1796218520080', True)
('517181909950761896', True)
('22264292703531440', False)
('9606016733525473040', False)
('8894731011597', False)
('9842633100960816722', False)
('1610304178424448383', False)
('8262994951935', True)
('691791583221740', True)
('683852686339142', True)
('2988099585446991065', False)
('9626982925361127', False)
('566958180669413', True)
('0397276472065', True)
('88778932510446890', False)
('03482739560511937', False)
('65638958624916251', False)
('801482990618150', True)
('46146741528369843', False)
('997792435019595', False)
('96157558331818', False)
('061204122447778', True)
('878900026718855732', True)
('50845042177026818', True)
('30088135202174716', True)
('38375074176473660', False)
('32624643472664', False)
('8900255816505865', True)
('6615692113170128', False)
('9441312310526233617', True)
('7775031893172', False)
('99437204167189', False)
('38185358426688577', False)
('7718914290967587', False)
('35898936285721', True)
('234337078111012279', False)
('548575969906899173', True)
('2443414989787068', True)
('86802726593771', True)
('209023086061414', False)
('11390988158087', True)
('3755522880104040902', False)
('617988163963615', True)
('4030210483107998731', True)
('0598292563056', True)
('7775841814219609374', True)
('0418586851918864747', True)
('3010102774016220', True)
('3335565787581067', False)
('08069064289204676', True)
('847228002266884', True)
('57100512172743398', False)
('05979074353921', False)
('417002414999576', False)
('08640343801630', False)
('218068100465930', False)
('971147606221878127', False)
('02868441524872838', True)
('176316995945771184', True)
('50961596705725', True)
('7255776579016785', False)
('8788828009375', True)
('053838085665353072', False)
('7371592588650079', False)
('4107632477466376103', False)
('0101252499646318', True)
('20345680906620', False)
('444793887038360732', False)
('137613050811769045', False)
('3746504379469442', True)
('6686058311281705482', False)
('87673438586430', False)
('54463372088751904', True)
('46913736329636516', True)
('257058485178711776', True)
('40416964346155683', False)
('072764389143250', True)
('30567939628184914', False)
('2752679514822', False)
('899782622193891', True)
('941929350257368', False)
('7623020233494814', False)
('42723185213744649', True)
('06690197907157974', True)
('102167249501887', True)
('522082818250022836', False)
('96896031442942961', False)
('5345549401101', True)
('5857917804333054848', False)
('575732257659859591', True)
('8189045887166', False)
('6026641162462', False)
('74933821171585975', False)
('51566788037297', False)
('9206703567943', False)
('23745100025515271', True)
('5464331354048008', False)
('36371818429758', True)
('060131571598192', False)
('7090305454846724909', False)
('78383061991996732', False)
('50764684601750', True)
('057539734323347', True)
('078635017818373766', True)
('514431072730121', False)
('7523074055504', True)
('4273589609058668', False)
('3498879753811306', False)
('7190256303353209837', True)
('8073441674771572', False)
('9885197945148745', True)
('9953040857290227640', True)
('459753348601744410', False)
('2446524535484', False)
('31583511980807966', True)
('155225737286594849', False)
('664051738682239096', False)
('1838078400339956162', True)
('2288052646378', False)
('607308921714048', True)
('9959036258278148', False)
('077631869798520', False)
('3338140165799673630', True)
('936876522535519', True)
('160090652715589', True)
('53631566779508', False)
('6754534324187894634', True)
('33958303269617', False)
('6829661741328883801', True)
('612143766235133846', True)
('10205512341281216', False)
('1394376551533', True)
('884172138964638', True)
('293520142748951847', True)
('629028863266799845', True)
('949641122649762353', True)
('260440724364784', True)
('29614802150389936', True)
('020771353001922630', False)
('8234910862513307', True)
('1888560602549', True)
('5459948112915603', True)
('024959575381529', False)
('3629424702465', True)
('2307370561844', False)
('5195102311076', False)
('237694063131220730', False)
('8316114252227997', True)
('98041122553339', False)
('500651296988777038', True)
('8314866187630833', True)
('1856760099147', False)
('3437527938474045', True)
('2023765182220414545', True)
('117856494719137079', False)
('1092951324900062026', False)
('00999353643621473', True)
('329259230460152', False)
('9813786808309871211', True)
('751794043365094', False)
('09925613331890', False)
('2897535674342', True)
('866393901819752518', False)
('5826077948102800', False)
('234235218826525933', False)
('6753165566421', False)
('862487680804644', False)
('055308881607742', True)
('115904186972530', False)
('724875008623007804', True)
('28636943840117752', True)
('8209682909471534715', False)
('40831900225715', False)
('8055837396169', False)
('86603116908417', True)
('8329394536630', False)
('85215392151533791', False)
('3229583231488028', False)
('1089526241924', False)
('6030333041299625874', True)
('05678909947382', True)
('31968703360826501', False)
('7015157796246893882', False)
('619701178591018', False)
('93990796757496013', True)
('57676520860682269', True)
('958577897623541', True)
('27400443657672', True)
('65302452538192024', False)
('669632244616555506', False)
('98271759811615', False)
('0970306172481', True)
('113198797199049549', False)
('4661111637857142', True)
('3346510987766', False)
('481161988979165', False)
('2479658636992', True)
('06776438770562995', False)
('2903442492989945074', True)
('474149248625446', False)
('7316423245384919059', False)
('4140654642136649', True)
('2866469360210', False)
('84445746726283323', True)
('5442924919689394016', True)
('7119073526870696', True)
('11742786548196256', True)
('969321467290282614', True)
('492163085381276', False)
('7510131122828', False)
('3446686647472', True)
('516891012164533046', False)
('6805386695428075', True)
('707251343094376', True)
('52808363730185896', True)
('3063650000552', False)
('849635500951225053', True)
('8076278724036', False)
('1860680398143315009', False)
('661005504663668734', False)
('7068410156614315807', False)
('47955771703352', True)
('95234299927584785', True)
('7132643833258', True)
('324775759674629', False)
('15383911134214', False)
('2100263008724086096', True)
('21956114495157132', False)
('09314277154619', False)
('8234960380120301602', False)
('49887859566144576', True)
('7466439229974334', False)
('6381911287088491081', False)
('652270794255703', True)
('056569057406388', False)
('4252621955843510824', True)
('06113011099210', True)
('2405308601771', True)
('34753917207338', True)
('27344405325250', True)
('938666178085911', True)
('11723076629156541', True)
('9525489297702', False)
('367292335146325493', True)
('2887362299745691251', True)
('14511630323995172', True)
('51513608767919', False)
('513043937348282', True)
('79378350413611010', False)
('8957266170999808986', False)
('89500601431359499', True)
('20614446659256', True)
('183836159699510937', False)
('40169216742572', False)
('039561267330026', False)
('4698111791672995', False)
('7192944945653645773', False)
('283955703161773', False)
('9253975536547', False)
('5959494085124035', True)
('596287113989202058', True)
('9050614370970', False)
('03743376313634560', False)
('0786260021492', True)
('6574273353380393', False)
('03461705411875', True)
('315041174754006', True)
('9820156329922627952', True)
('074392251061708475', False)
('02143195994762641', True)
('579012950261591221', False)
('6652029550344175784', True)
('590325148015854941', True)
('073147100375180485', True)
('8329329295788464746', False)
('1741796365211619', False)
('8964574071933151405', False)
('33972859185582537', True)
('8405756698083', True)
('561868741479356371', True)
('687317263571380', True)
('9452167151361035714', True)
('4382036635368', False)
('2631002222852491990', False)
('193846208273386', False)
('8970158842084431', True)
('926805632983527410', False)
('5495110211968910', True)
('49136524986144650', False)
('337136866543737', False)
('30692490835772', False)
('762399482676320009', False)
('689069158776065', True)
('5349111897479130537', False)
('83118659031488248', False)
('7486402405561719', False)
('121575834422527987', True)
('8841927264557976', True)
('034780298125615448', True)
('99504474348508', False)
('2202592157351725', False)
('313449175900357', False)
('243069312585570826', False)
('217698801069349', False)
('1435642425346187283', False)
('92614494474221', False)
('7970550299350632', True)
('2202424666162', True)
('16624467963431963', True)
('8117908877250057', True)
('40395921745386611', True)
('4578780333234', False)
('1143738631438893', False)
('153671682996250932', False)
('0114779168474', True)
('5514630271877', False)
('4963447050156124', True)
('2536458731172', True)
('89922278891121', True)
('09269216559583207', True)
('41763351415736', True)
('267196031045848888', False)
('213208662725005926', False)
('72635986384580', True)
('5134744769615', False)
('0337663641229', False)
('746226866225186899', False)
('880553239960331411', True)
('251158426604323556', False)
('84518498004843285', True)
('6888257855303467', True)
('924931150852464', True)
('685221539320504788', True)
('89239316889383', True)
('3573269429623798', False)
('8753953294896891', False)
('17827537830165', True)
('2817671793814166297', True)
('89208054347748', False)
('38006504695407', True)
('0261232306295992', False)
('7981522425830388', True)
('095521265718404', True)
('3709201353268', True)
('8755018318165182', False)
('05532218388069480', False)
('37299152410705', False)
('13476983696441', True)
('48797451373096776', False)
('8968786283523', True)
('694037152236611', True)
('099051325848191301', False)
('0764299233769979', False)
('4649028448934', True)
('9009738290037187539', True)
('785764261798583', False)
('1187258784404516', False)
('019497937218195330', True)
('2538371911998', False)
('8752682139792539438', False)
('97070705292313', False)
('986134928932206', False)
('53856893192815233', True)
('1352441977279', False)
('87042942245240', False)
('37039240330858860', False)
('6757695370752080', True)
('153453890003464081', True)
('156358069718012795', True)
('59227811848158', False)
('429688461846689267', False)
('15992894141648', False)
('458832414028423538', True)
('456938202431583', False)
('43578203157023', False)
('4284412937416044593', True)
('4004163749904', False)
('446243616773360453', True)
('256690009586123', True)
('2372200873242141694', False)
('4818320758909401470', False)
('9583462814247', False)
('05677098140622619', False)
('4597713865477649', False)
('3970760037990', False)
('8468813398950901', True)
('1165704954031', True)
('7588603780908788743', True)
('143127938801307817', False)
('699037254028135456', False)
('79705786967679', False)
('7940619643627776', True)
('3556075098986', True)
('43029465898273782', False)
('4009106155382', False)
('24912820856001', True)
('185376012693344293', False)
('1568793428371', True)
('18896614219773', True)
('5789565612156', False)
('5361103090670468', False)
('621149021438010', False)
('78561131502042153', False)
('48614914506714', False)
('3529125553839', True)
('53667304768296', True)
('70942196909664732', False)
('2490604514739245703', True)
('56105324970944757', True)
('26282867012539199', True)
('6690950673609382', True)
('960373574526429749', True)
('4433583128607', True)
('2334431648612', False)
('631065633597969', False)
('723049290751360204', False)
('5368866655050409376', False)
('4100045210336489', True)
('93180246265238873', False)
('74592738400057', True)
('5247635918314440429', False)
('74911962911326', False)
('80760325466387159', False)
('594410688675105470', True)
('7528611391334457', True)
('7759581035999', True)
('8596745563207995941', True)
('8218083617262848485', False)
('55307772466994', False)
('735176270530835', True)
('44289026921137', True)
('95714967505019650', True)
('718996311125885', False)
('5317294615623', False)
('986572132945896', False)
('3494461504363715', False)
('1595498150183015', False)
('4091212604024', True)
('5643619015675829', True)
('67690094231709', False)
('1767750743323', True)
('573186166159768', False)
('5010818511576500351', False)
('4692091112391333', True)
('8351220641798', True)
('1504171772824882', True)
('629755071188462851', True)
('8980455655129057', False)
('75302232576785', True)
('8202510840494311', False)
('1026473799932073330', False)
('852431442181400331', False)
('5013950512937293', False)
('033995536179890', False)
('4626345597470256', False)
('93642350429830', True)
('50995448776971', False)
('1323195327842551', False)
('8749378163889', False)
('4446864067324', False)
('33787806885565', False)
('144798555868604575', False)
('5486670474241539826', True)
('98339034389367553', True)
('83505486727827229', False)
('340613828502105730', True)
('4991305604130', False)
('97323296114823952', False)
('4211417420683263', True)
('8111012838741', True)
('564189504045956', False)
('2951325616357852170', False)
('5069976232900358788', False)
('741361437221846963', True)
('87823319875210375', True)
('6505603118433', True)
('45241980019589', True)
('9928599134361', False)
('3839374931306127703', False)
('6894593289776916', False)
('464659233696626', True)
('831752497283631', False)
('277397395983535', True)
('027996352267501504', False)
('8258996070359600', False)
('5747277476108', True)
('5079031382335', False)
('214260762391347371', False)
('2225803690255', True)
('46343721964674', True)
('05100289759717', True)
('5894845230995', False)
('971234829327659', False)
('106632472018040115', False)
('0940379143149', True)
('18374806357010819', False)
('6377708421993588085', True)
('351616090016953451', True)
('8191755166401', False)
('25101452657933493', True)
('8353421823425951978', False)
('4529242252494536997', True)
('407040014259852', True)
('9936521770897', True)
('957693822321621', True)
('15554003313144', True)
('2663666566673028', False)
('015668236023383434', False)
('673492108299917708', True)
('425996392145832172', False)
('0751891223917', True)
('0811430498790', True)
('90269143931188218', True)
('114785359305201105', True)
('7161920550151210', True)
('54181773320971930', False)
('07234065724278', False)
('269235654523408', False)
('31629834531016846', True)
('7205782503507949782', False)
('38379468199462', False)
('814578655511377944', True)
('0353883898126130055', True)
('7195380899519', True)
('1151553123388191075', False)
('672167944099989', False)
('470603396094445', False)
('17411530881903', False)
('637226915420681351', True)
('715691625901763', False)
('2062515761641289', False)
('4624506130536737694', False)
('56515921528007096', True)
('2712265189256', True)
('2067461304390636', True)
('716645596632452', True)
('825457711497714', True)
('324293765254623034', False)
('5871739169083', True)
('2338798088696628', True)
('77705610894018', True)
('92157393721616420', False)
('692855097937650', True)
('9904311592093164', True)
('77022309571146524', False)
('14660756610119207', False)
('32677026025780', False)
('2914796956233', True)
('746539505019446', False)
('504901211007752', False)
('1060190467603803', False)
('9979252969745319', True)
('118376434091222', True)
('7801753293268819', True)
('444071661325733', False)
('50977686296383', False)
('32901786409657', False)
('24350449340945281', True)
('0744984447514197827', False)
('3513191574336817953', False)
('6112711992684152650', False)
('7454417326139591', True)
('8406571523989214920', True)
('3021740993396399', False)
('1081020146989551', False)
('0701115884547892', True)
('3606041027393', True)
('8565961463232', False)
('53475141130138', False)
('84452127860362464', True)
('4469022299962643040', True)
('62869366171341626', True)
('7456738091382105828', True)
('5672151298321', True)
('3084154105564', False)
('665676972027604', True)
('10035900584767833', True)
('002765016424076351', False)
('396701596035282749', True)
('5623302830446', False)
('944162084779880', False)
('109125714609009456', True)
('4608136492260252', True)
('4121695121502020187', True)
('5933028839527', False)
('8915559982797726572', False)
('761811036968179', False)
('7544147430300', True)
('19637606475827411', True)
('63157129860023304', True)
('64656799548289152', False)
('199159154760370', True)
('2529790644205761', False)
('537545428967579612', True)
('2338661102511536381', False)
('629257020762074270', True)
('882179721887516', True)
('98085082011176', False)
('630894046013917', False)
('68630649992470962', True)
('4516396561574', True)
('30322237057981', False)
('679169430786068', False)
('7382124645689267', False)
('09257133250354', False)
('76698194816534', False)
('412221167940851', False)
('188880355229342825', True)
('8283398646350', True)
('47721440029102', True)
('6393399111815279885', False)
('620921801343994', True)
('0607228109148', True)
('358779364798196', True)
('08690651779571', True)
('1646851701411', False)
('8669093953579638', False)
('733022457303699', True)
('9852201200156', True)
('237499792329608', False)
('0782414441256', True)
('557833442318954035', True)
('9063864077354974950', False)
('68709430616636', True)
('285063784325109304', True)
('0025242285259', True)
('42988907918670559', True)
('22975790536131502', True)
('4832640566099739557', False)
('0311672084821078890', False)
('4551116776533', True)
('3949482034837649', False)
('25095344042880786', True)
('8965084838974', True)
('10107407431007', True)
('41036413742375', False)
('675045259581429667', True)
('441476255696611491', False)
('18122257012619', True)
('91166257330307', True)
('93645638635086', False)
('18317710878107', False)
('599778889143418058', False)
('0658978407061504007', False)
('1140689407199896588', False)
('63566417111774', True)
('9455498677729433', False)
('1165552363419702265', True)
('21982412935748', True)
('433615083437808', True)
('322081144540565', True)
('0035136037344', True)
('78095943560335112', False)
('016271263083818031', True)
('9714333070180', True)
('8363809232947208', False)
('38313489495935154', True)
('6221149492660816355', False)
('311831484786918', False)
('765759622567619376', True)
('8811719713906722', False)
('248422177321286', False)
('138304606745652', False)
('029105242087724499', True)
('3256236913732', False)
('4211184047707245583', True)
('4777180920472191', False)
('7537410114188308453', False)
('5193589592971434', False)
('0673003275447', True)
('2286933750773', False)
('9356070773798', True)
('1643310338645162632', False)
('7790771031028582725', False)
('836193673846781', False)
('594800253991068304', True)
('1812284914830673717', True)
('7534489462716737435', True)
('3239837898335320096', False)
('6635714166570575418', False)
('9623127800647', False)
('179525978992742', True)
('542474302112760', False)
('6687203791283422696', False)
('6703040546543663931', True)
('11961095014510', True)
('3102994840652361', True)
('22933877069308234', True)
('86840873116810105', False)
('4930475259425610', True)
('769190547617092', True)
('8117119449965143119', False)
('1400255966272241', True)
('6585420024105', False)
('6039463412712518371', True)
('25236275005198', True)
('128072722930167', True)
('1423391013615', False)
('92277402291580', True)
('417375987878216820', True)
('11559322759021942', True)
('5596065012526664783', True)
('6510865547469', True)
('3214300893272', False)
('6969088837820451077', False)
('51177905771253', True)
('119545374452916', False)
('0455624982484', False)
('3223456103063', True)
('376425429237811924', False)
('90952476398055', True)
('0831857947283574451', True)
('19019037846280712', False)
('5767259994251936', False)
('34342471594529', True)
('845977672301258268', True)
('37412725200673', True)
('150115626063893', False)
('3375432846590079', False)
('44947154819381996', False)
('7083543779285976', True)
('60110099339347', True)
('6558376181935422951', False)
('168217377986151997', True)
('6267789894159626', False)
('35727731495971', False)
('0351418289010992', True)
('84519345651648', True)
('8436570370432550', False)
('0088025006857884483', False)
('9348501506044737819', True)
('2184870555240152876', False)
('77880339800545712', False)
('716791739294105223', True)
('2990845695212', False)
('1980912685057651728', True)
('2857142373936', True)
('1420839260641261512', False)
('278912548876284', True)
('8540780312226', False)
('443623091039486', False)
('959802368664428677', False)
('009346405090887', False)
('6700408359790690531', False)
('147510167104068', True)
('63866857292519794', True)
('802302934777567', False)
('794416273258895', False)
('579368891402374', False)
('10431837346787', True)
('07089881142158', True)
('3422778556782954519', True)
('33007930420068', False)
('93099502963981370', False)
('2319701862144046986', False)
('1645022946421933647', False)
('7315910609684509104', False)
('61155325385308', True)
('3812630088781774', True)
('386774596506693278', True)
('9250692037812', False)
('28902002975304805', False)
('95308940975112513', True)
('93671467002792', False)
('15797534338307112', False)
('62969384168747', False)
('506213451163784', False)
('441600121185997057', True)
('7279606623026', False)
('25603584001837179', True)
('7093049412425034913', False)
('16915345730967717', True)
('38806172347309662', False)
('3742445190154', False)
('2122412127557', False)
('4165338799371', False)
('569231462490439418', True)
('022849689407953412', True)
('3766013272434516731', False)
('633339628617958572', False)
('25976398133424593', True)
('7116676269822075306', True)
('76412670753173', True)
('75447656565028', True)
('60730078245874', False)
('7933501308061', False)
('4907402126102304', False)
('204794451290086', True)
('2101504730890', False)
('42075643245485', False)
('3159876600263033259', True)
('73371869907912', False)
('630796062164703', True)
('25581203093008187', True)
('600190276525386', False)
('0671582143945', False)
('442943157832880894', False)
('27485752129462', False)
('5497175290744', False)
('619189930731876', True)
('8410087333715', True)
('405424459833794438', False)
('01672859614278', True)
('15807109266001868', False)
('892786984956523', False)
('4466364963923732224', False)
('3458304885210', True)
('7146776251094063828', False)
('910808331512441232', True)
('37835903385543942', False)
('0583051471964', True)
('5683917798363', False)
('16954567970967', False)
('2570790684994520', True)
('4332189318903', True)
('6586552289337309382', False)
('7525372685028430798', True)
('02076506696790200', False)
('2161989330025185', False)
('1331902839378009078', False)
('771521766531430595', True)
('33770298670281', True)
('9710776772811', True)
('199121578400107180', True)
('3013980508387471', True)
('6020507818229', True)
('79762081719701', False)
('8169968677851', False)
('8216234316061504', False)
('7156254100664896861', True)
('862124832645632', False)
('6368396206760', True)
('8862678033499784', True)
('4289690568048', False)
('1906880182495', False)
('78413506356126048', True)
('0645935369142', True)
('040632159958462646', False)
('3322742995934', False)
('195258522501044440', True)
('80691306254565135', True)
('2074145314723', False)
('40439004184414', True)
('6916117595014046', True)
('25178369769962863', True)
('7958004798817', True)
('539329320205066', False)
('41282798572785', True)
('1928087445756', False)
('77867282301027', False)
('6280990427736', False)
('8882815165954064506', True)
('419319648906073584', False)
('5590652805054957', False)
('0190544062002', True)
('99898949007593747', True)
('5711680122535', True)
('807357802260846', False)
('16468434996774', True)
('10125485841913', False)
('925489017904225', False)
('59942714755769', True)
('147697205908525', True)
('19634480025498', True)
('20856421941916', True)
('9757675010724248', False)
('7518510403904', True)
('76305830606432', True)
('9916621116455970292', False)
('101370069577810', True)
('49836746225700439', False)
('061528019036275019', True)
('47468590931043075', False)
('7992473518133', False)
('80510220957261612', True)
('08962494562161', False)
('534261639951279', False)
('071325983569737', True)
('14455149367207558', True)
('932555074391112990', False)
('654031228132428503', True)
('037764230005580486', True)
('5177798562673538', True)
('94734141476193', True)
('47232073978565', True)
('294674893414687', False)
('3763161918717193740', True)
('04460461347173', True)
('8480067086773', False)
('36887413546102754', False)
('65124849403412772', False)
('27212610011744', True)
('796446171460748357', True)
('1332603819452021033', True)
('19082979908081', True)
('15957979785270', True)
('5843916864493658371', True)
('8570083426273637265', False)
('8209045687059', False)
('0631522248600', False)
('9514916281203007', True)
('5293231506845044158', False)
('44041810295079835', True)
('11496332416733595', False)
('902164484161049', False)
('9524331797219367985', True)
('943678172187281', True)
('08776526155368', False)
('449759035102223581', True)
('21680005362039269', False)
('0001331178176', True)
('5428545040521145', True)
('7461435137902875', False)
('05114580467045', False)
('63792167124890689', True)
('738569657674130351', True)
('52280288574101', False)
('15217959086202979', True)
('493271197521348', True)
('8026780544317860633', True)
('936030322804600275', False)
('72682542838410', False)
('104054736610397071', False)
('46052214092816', True)
('79339323064252366', False)
('6012648515368', True)
('8940958486580280115', False)
('6380753846044341464', True)
('0083782994269', False)
('9714197566449072', False)
('8594368823908187', False)
('07072916215893400', True)
('45945301695808', True)
('7224241159022677', True)
('677644519789451644', True)
('029137463538162038', False)
('5658164153456388038', False)
('91048442229393273', False)
('594765750645427839', True)
('662570804927433', False)
('08272620734423618', False)
('1267334763263190', True)
('87381343427764402', False)
('6896394887736846592', True)
('47530128896528844', False)
('182161964290811', True)
('345361559857356312', True)
('6181513034122275', True)
('1958575393218', True)
('504836206423580', False)
('4738805365153959', False)
('238688967929924', False)
('8215878236593068971', True)
('3799877784695579', True)
('1742584662023525253', True)
('6883261141757143', False)
('19817091409371', True)
('577717036481895', False)
('59390206132212181', True)
('3325070269205402', False)
('93183205780218', False)
('3140661652996548667', False)
('05854988774250387', True)
('04879382700584467', False)
('64279435806965485', False)
('49292625496808427', True)
('1983289877915320', False)
('4318738965026688692', False)
('4338050776668399417', True)
('116503693531406', True)
('787054256885571', True)
('470837343982610', False)
('6579203131129239', True)
('256786178452186', True)
('4849695383915', False)
('0017331138637189715', True)
('45117874515603', False)
('94275089500260264', True)
('53011461017011537', True)
('03174797798660374', True)
('535500586881990822', True)
('2249475906039', True)
('2886066006420', True)
('12148207589030', False)
('945767743565335779', False)
('428985873320127', False)
('49731206030481697', True)
('853355778997778604', True)
('918606128037863', False)
('611429908469804', False)
('65901456030080300', False)
('62489815183992495', False)
('9974803946406', True)
('9780991014845710', False)
('8479809120533138456', True)
('2715063463829235535', True)
('9383407199179057', False)
('99530076373408401', False)
('71059607920972', True)
('3057684749588', False)
('67228909300912', False)
('420783555392430779', True)
('2293442586961', False)
('001944985515257524', False)
('4480613264522', False)
('58668005785329038', True)
('201651839495260421', False)
('0460792651728540', False)
('605108581006855', True)
('092013243256109107', True)
('51928363091059', True)
('690851144810711', False)
('4912037364587', True)
('858607849912464854', True)
('575938987355926', False)
('3238336003359193', True)
('228238487132117722', False)
('3808466858760774154', False)
('976688858593515381', False)
('201926034830409', False)
('478464645539041', True)
('0418749652552', True)
('7800859644573', False)
('3836035180151', True)
('4585361069100328271', False)
('415662203733258759', False)
('17382736441149763', True)
('1473126587862', False)
('9147692313109', True)
('3109327251068061', False)
('0881586303087086339', False)
('75649424307175', False)
('07572829861252', False)
('8569311955005', True)
('29058872054080843', True)
('6656508559691402080', False)
('6495188902316050', True)
('649708496191369874', False)
('7057811263761144829', False)
('77590458381728', True)
('120240574955838495', False)
('4295740166352', True)
('962447907898554', False)
('10872991179324771', True)
('92593502021702993', True)
('234879986149412', False)
('5336098942860303', False)
('11926652819676', False)
('06194332464366', False)
('0455647895776', True)
('493006831189333072', False)
('6502098655805', True)
('5708112182475', False)
('3123178492101902', True)
('8247596010638472512', True)
('460394725490932', True)
('7790699204458', True)
('88863337074443', True)
('1460789493092496586', True)
('41050589354421229', True)
('929943328259806805', False)
('3684056223173', False)
('0494577299916213628', True)
('0300809315279316334', False)
('8177834974227672', True)
('72940231773135283', True)
('90878133914606', True)
('2412913658322084134', True)
('070393034872157372', False)
('75550871553049727', True)
('785635246057521625', True)
('90803678176986863', False)
('5353086371457756', False)
('608176263800495980', False)
('3479356623911', False)
('56222137533860650', False)
('970474117466000', False)
('09121737120157749', False)
('080296648084617670', False)
('1291563961161', False)
('995635245552906', False)
('594703720723783', False)
('934576636067142', False)
('9679406147815237', False)
('85764378576766056', False)
('12770704124084', True)
('55461216309407383', False)
('9429443088652', False)
('33947250109666048', True)
('9500786050195', True)
('494378310828770', False)
('6559692575233792079', False)
('713604946081616', False)
('1659132488766', False)
('4489465694195274625', True)
('54721857582831143', True)
('4997246185004476', True)
('10783127174893', False)
('9051582003091143', False)
('655714511455084420', True)
('6712915086478', False)
('9833555585247453388', False)
('9574341838372493', False)
('4301463581759', False)
('97718029043248', True)
('7045896096323117815', True)
('674587428914745894', True)
('071214921979049509', True)
('05925013731220046', True)
('883838521823152360', True)
('675605931974158', True)
('370855528657221', False)
('5314722487638883047', False)
('05850505194780', True)
('1675943078087482943', False)
('671095713622528', True)
('401675351050293', True)
('0304950179202931', False)
('38461794363218', True)
('0222821824581954', False)
('2995200730483899299', True)
('2428055706553109304', False)
('8894606975173', True)
('0632089415066530068', False)
('3573389692382447215', True)
('712341195706477441', False)
('596697950381247', False)
('30723718725931182', True)
('022934332456366618', True)
('7423648755328022045', False)
('7469177222370160', False)
('2795184999258686934', True)
('0641803010769', False)
('1644866669574125414', True)
('5763131521636828', False)
('8700964114829958', True)
('7022936914362156745', True)
('21796149827186499', False)
('149537940509219642', True)
('45708627653883906', False)
('251870585556113', True)
('48516566603139', False)
('157031733250936975', False)
('943042158807754087', True)
('7200385768791608', False)
('43944792616521292', False)
('2878114746755424', False)
('94197909125016', True)
('0614001312850494390', True)
('24470594317205', True)
('036704553361275', True)
('64416257994609', False)
('0710478622936040434', False)
('1990657295082231', True)
('38207079705478', True)
('3287262065667818732', False)
('1258889104695405430', False)
('61080638273704', True)
('4296002800965288', True)
('16898792767880', False)
('252623926380210', False)
('052442205810591679', False)
('8751288638134748151', False)
('202361478682966810', False)
('1481154799443990', False)
('96204430309081', True)
('98058066733427700', False)
('03458220541467', False)
('430486292372790274', False)
('1948559143638672', True)
('74042652162051', True)
('10243368972034', True)
('24700956504150', False)
('1353837987354186', False)
('9965122526118095845', True)
('3313726558846008', True)
('7022881555719535', False)
('44295156350658', False)
('90197233162668199', False)
('873819638378571077', True)
('90932842341377', False)
('24271877245372', True)
('354130800341650', True)
('2342160296736526603', True)
('438611227266984', True)
('6472775804537448741', True)
('77975762735216', True)
('0471552643898103868', True)
('9319920042020', False)
('9257621579388566', False)
('7327399114162', False)
('371741333129914', True)
('4738098449438614756', False)
('987776938663372', False)
('64316971898895997', True)
('5703312897671960', False)
('8045393810646348', False)
('65347425254940', True)
('4167827123659291', True)
('2580239572632964', True)
('1383343307456672', False)
('669315834901955', False)
('7693848155656', True)
('903035292915562', True)
('15476588807685691', False)
('1538323132700838310', True)
('7424831958851773498', True)
('94537833556242', False)
('3435509164406091', True)
('549976754662943560', False)
('5040524649383155480', True)
('5405254063632890', True)
('1479720636055389', True)
('141406618224934', False)
('67878522422875311', True)
('989179244505172', False)
('185837636666114433', True)
('18201908650033', False)
('4922280341110990348', True)
('23064970013040', False)
('41860666654601', True)
('7798635965042694', False)
('9210081416700358100', False)
('485587105334007', True)
('22736713074105', False)
('12236754948665', True)
('3401627804609', True)
('5508243611991483932', False)
('7943278321074', True)
('168323133527433910', True)
('8558963090662089', False)
('8350692448850823010', False)
('2950374868043212', False)
('0550152875757', True)
('036891981311590', True)
('0326361184102912098', True)
('1943155273021483621', False)
('97591177471697', True)
('24876971352723210', True)
('26285606396019362', False)
('438969507202039694', True)
('985507534241249', False)
('196802236249483690', False)
('2671671871210417', False)
('40506668887599651', False)
('17200718972562', False)
('4328372874441', False)
('7888734128869613', True)
('56422776403304', False)
('73245601842126', False)
('6161149011874778932', False)
('4644312977279190998', True)
('30526594928887', True)
('09969377213702964', True)
('8707303037867212', False)
('134304938801955262', False)
('094963212170495153', True)
('1932033396142301', False)
('9824651901934032058', False)
('0880768381039913', True)
('216539172952852', True)
('45857316935840', True)
('896817351969781', True)
('3432048959895021', False)
('0315788865612320891', True)
('73000879739522633', True)
('2719413914593580', True)
('793688340574398813', True)
('3627280701206299', False)
('6785985285655657647', False)
('472130782978963', True)
('1959802297968420', False)
('866674743600509', False)
('23343174920394', False)
('827796844839245', True)
('5035306198251851', False)
('5564756487532', False)
('8216907092062457531', True)
